date,metric,label,period_type,unit,bank,value
2004-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.887
2004-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.9287088783331566
2004-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.9287088783331566
2004-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.8783
2005-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.9813
2005-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,1.0222
2005-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,1.0142
2005-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.9704
2006-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,1.2616
2006-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.8988
2006-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.8946
2006-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0158
2007-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0159
2007-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0173
2007-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0182
2007-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0184
2008-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0164
2008-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0172
2008-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0172
2008-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0129
2009-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0116
2009-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0109
2009-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.00962664947770053
2009-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.004620023445140049
2010-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.004229446855436824
2010-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0034227381467705257
2010-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.003230174633878743
2010-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0030921783059104035
2011-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.002960073858452346
2011-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0027760407296228066
2011-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0027990276030598936
2011-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0025981747679193886
2012-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0026066163060376635
2012-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.002397497571390568
2012-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0024740414902143706
2012-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0026992387682633046
2013-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0026722487400803927
2013-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.002422322860989621
2013-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0024903566743890767
2013-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0027199562772000562
2014-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0026147942766082534
2014-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0028849285130231844
2014-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0033556219815742113
2014-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.008433567502497975
2015-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.008973282838674773
2015-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.008932984032049575
2015-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.01096723222853364
2015-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.02208595397749849
2016-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.022404763997266455
2016-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.023151959008541126
2016-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.023940048805936875
2016-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.029192960650758125
2017-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.02867929544274023
2017-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.029958457476864656
2017-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.028904986775642676
2017-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.026768975223195067
2018-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.027014288994901815
2018-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.02804129148103918
2018-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.02716349695726138
2018-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.02525444590459379
2019-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.02390202117357829
2019-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0238249179058808
2019-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.02370310842082762
2019-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.023884095725704935
2020-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.022731186419212047
2020-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.020122123980743912
2020-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.023804172036362935
2020-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.017502141109453466
2021-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.016572495744053332
2021-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.016956339898408963
2021-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.01675649045222914
2021-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.015506216519273159
2022-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.014947392918664832
2022-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.013935279031897826
2022-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.014257861429705245
2022-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.011581209662404434
2023-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.012314195717769118
2023-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.012628285414850554
2023-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.0127809960700656
2023-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.012643001701479748
2024-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.012760648680273119
2024-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.012893831976766376
2024-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.012822955781549315
2024-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.011583660640261841
2025-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.011091973094859124
2025-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.010891382627092184
2025-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,BUH,0.011014424912995719
1999-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.7925
2000-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.6828
2000-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.721
2000-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.6207958988167672
2000-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.6892
2001-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9796
2001-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9103
2001-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9581910814643626
2001-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.8027
2002-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9194
2002-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9526
2002-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9240001955607705
2002-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.7647
2003-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.7005
2003-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.8666
2003-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9568560906924688
2003-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9329
2004-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9519
2004-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.8608979859673919
2004-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.8608979859673919
2004-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9547
2005-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9133
2005-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.8976
2005-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.923
2005-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9097
2006-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.9028
2006-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.8477
2006-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.872
2006-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0192
2007-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0193
2007-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0199
2007-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.019
2007-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0147
2008-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0128
2008-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0109
2008-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0102
2008-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0071
2009-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.007
2009-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0069
2009-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.006909678644369214
2009-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.007686880581995463
2010-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.006680599540565999
2010-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.005957444142107679
2010-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.005504012255030352
2010-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0030703575358811417
2011-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.00268026465079137
2011-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0026121832357712503
2011-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.00269676592785806
2011-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0032332667220513283
2012-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0032427962715556474
2012-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0032417943906570073
2012-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.003319627815073302
2012-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.003610085052968569
2013-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0035755002932678125
2013-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0037585387367797935
2013-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.004081349710667824
2013-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.004796879864895094
2014-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.0048765385202920895
2014-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.005282695940145357
2014-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.005625054054486075
2014-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.007177425283940282
2015-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.007801757700112297
2015-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.008088443240476478
2015-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.008871019132083869
2015-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.01498564882755548
2016-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.014963457489763913
2016-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.016739724491173488
2016-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.018463017032424905
2016-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.01963368195608425
2017-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.017565431002072075
2017-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.017623741484096074
2017-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.017747084188045926
2017-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.016662313278233823
2018-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.016755876306672846
2018-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.017062544354140067
2018-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.017076611398330867
2018-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.018400418380621952
2019-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.018614189548796307
2019-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.018735581157075097
2019-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.020726968599444458
2019-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.025654107235371242
2020-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.023812911801728513
2020-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.02038541302442347
2020-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.023385415843127966
2020-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.016658034825003665
2021-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.014349603272466049
2021-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.013817184207536031
2021-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.013981043459199304
2021-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.012866713935473704
2022-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.012467324912050118
2022-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.012019680905772786
2022-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.012266024250557107
2022-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.011064381347732246
2023-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.010959122276801016
2023-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.011770836106102139
2023-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.012338974989837543
2023-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.013671056561882179
2024-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.01376267698888524
2024-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.013651526553917949
2024-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.013739245088030264
2024-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.013607662388965084
2025-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.013070749748810808
2025-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.012589111063829197
2025-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CAPITALBK,0.011957244409654262
1999-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,0.4681
2000-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,0.3949
2000-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,0.5114
2000-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,0.25081589556536765
2000-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,1.1744
2001-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,0.3496
2001-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,0.5559
2001-09-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,0.4649071394556577
2001-12-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,0.5941
2002-03-31,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,0.6329
2002-06-30,avg_deposit_rate_c,Average Deposit Rate (cumulative),cumul,ratio,CBNA,0.6057
